moderator,market,Productivity,Utilisation %,handling time,  accuracy  
7330192,"[""MX"", ""CO"", ""AR"", ""CL"", ""PE"", ""BR""]",,,0, 0.733 
1708417566496770,"[""NO""]",291.773494,0.704191767,94587, 0.908 
1734415103300609,"[""NL""]",910.8556522,0.831275362,42378, 0.939 
7207797,"[""TW"", ""KR"", ""SG""]",506.06,0.854692708,95931, 0.899 
1737385910931458,"[""MY""]",654.2725,0.868458333,96760, 0.953 
6637200,"[""GB"", ""IE""]",774.3025,0.785416667,60722, 0.500 
1769753719517185,"[""DE""]",328.1025,0.818875,93288, 0.595 
1714701418056706,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",328.0175,0.825625,95690, 0.885 
1695601116227585,"[""MX"", ""UY"", ""CO"", ""AR"", ""CL"", ""EC"", ""PE"", ""BR""]",181.35,0.670131944,65327, 1.000 
1741913057608722,"[""VN""]",362.6,0.847395833,91209, 0.867 
8320536,"[""TW"", ""KR"", ""MY""]",715.385,0.769541667,115341, 0.876 
1668385922699269,"[""SA"", ""OM"", ""BH"", ""QA"", ""JO"", ""IQ"", ""KW"", ""LB"", ""EG""]",,,0, 0.890 
1739401440195586,"[""VN""]",299.57,0.9008125,77759, 0.921 
6307635,"[""ID""]",211.7575,0.560375,41063, 0.825 
1958955,"[""SA"", ""OM"", ""BH"", ""AE"", ""KW"", ""MA"", ""EG"", ""LB""]",951.29,0.735760417,117912, 0.656 
1739404231546882,"[""VN""]",213.725,0.329677083,28134, 0.902 
6082237,"[""NO"", ""DK"", ""GB"", ""SE"", ""IE""]",327.225,0.693088542,109146, 0.778 
1736487625947138,"[""ID""]",,,0, 0.951 
1727932125144066,"[""GB""]",83.815,0.455229167,25197, 0.827 
1755541489127426,"[""TH""]",462.29,0.896192708,100955, 0.874 
1707039421947906,"[""VN""]",317.5175,0.863125,97626, 0.954 
1672502130826246,"[""US"", ""CA""]",273.78,0.733953125,83214, 0.886 
8959882,"[""JP""]",725.0166667,0.843916667,77776, 0.929 
1235883,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",119.755,0.217822917,23183, 0.856 
1709538761183233,"[""US"", ""CA""]",364.984,0.75085,21871, 0.706 
1125738,"[""AU"", ""PH""]",,,0, 0.873 
1680305893816321,"[""JP""]",197.0375,0.719114583,65364, 0.919 
1672986639510534,"[""HU""]",278.6,0.717682292,76088, 0.918 
1693570916755458,"[""VN""]",286.48,0.877322917,98998, 0.932 
7202717,"[""VN"", ""SG""]",191.225,0.61875,65244, 0.909 
1772381082377217,"[""IT""]",338.2425806,0.72288172,81687, 0.919 
7210610,"[""TR"", ""GB"", ""IE""]",400.8225,0.678911458,77898, 0.875 
2779680,"[""US"", ""CA""]",629.26,0.96921875,53265, 0.947 
1684284299223042,"[""KR""]",97.11,0.498385417,143045, 1.000 
1724426780891138,"[""PK""]",,,0, 0.928 
1726035034103809,"[""US"", ""CA""]",382.2175,0.766552083,86316, 0.862 
3371590,"[""US"", ""CA""]",502.2,0.7163125,80375, 0.250 
1707594790858753,"[""TH""]",421.645,0.852260417,48201, 0.918 
1727251400013825,"[""TW""]",529.5575,0.867270833,98587, 0.884 
1773821208648705,"[""FR""]",407.42,0.5345625,41472, 1.000 
1694642426071042,"[""TH""]",,,0, 0.931 
1758321725872145,"[""KH""]",28.1525,0.11396875,11488, 0.776 
1703245158008833,"[""JP""]",61.495,0.148359375,27574, 1.000 
1765410904045586,"[""CZ""]",47.53,0.341697917,15297, 0.932 
1724470408352770,"[""SA"", ""BH"", ""OM"", ""QA"", ""JO"", ""IQ"", ""KW"", ""LB"", ""EG""]",255.9511111,0.811601852,103025, 0.888 
1726904276471809,"[""NL""]",314.6121739,0.808021739,69375, 0.898 
1717387827033089,"[""NL""]",342.8142857,0.792433036,66612, 0.908 
1658495710301189,"[""JP""]",282.985,0.8173125,28146, 0.924 
1659157348547589,"[""US"", ""CA""]",112.368,0.6079,20235, 0.668 
1760317489090561,"[""HU""]",363.265,0.805208333,90991, 0.866 
8272703,"[""GB"", ""DE"", ""IE""]",135.3364706,0.593078431,80328, 0.800 
1764066885924882,"[""KH""]",408.798,0.9993125,124275, 0.785 
9677967,"[""UA"", ""RU"", ""GB"", ""IE""]",464.6166667,0.794993056,77013, 0.727 
1714611028454401,"[""OM"", ""BH"", ""QA"", ""JO"", ""IQ"", ""KW"", ""MA"", ""LB"", ""EG""]",206.8260465,0.837705426,129131, 0.977 
7066752,"[""IE"", ""FR""]",434.48,0.518760417,109345, 0.660 
1732374832822274,"[""VN""]",320.945,0.885291667,100236, 0.900 
2287729,"[""AU"", ""NZ"", ""SG""]",612.5766667,0.856090278,84239, 0.941 
1690832211660801,"[""VN""]",330.8375,0.771442708,111207, 0.887 
1773654622274577,"[""IT""]",510.695,0.514427083,37733, 1.000 
9537123,"[""TW""]",546.91,0.154236111,46056, 0.936 
1705885139658754,"[""ES""]",106.7432258,0.444424731,60045, 0.921 
7550336,"[""US"", ""CA""]",582.75,1.032659722,88647, 0.951 
1734581654195201,"[""JP""]",,,0, 1.000 
1714297345849346,"[""JP""]",133.6066667,0.911229167,16840, 1.000 
1700618236673025,"[""KR""]",413.6714286,0.754303571,74073, 0.911 
1760231832598577,"[""US""]",194.82,0.553340278,52351, 0.814 
1735485686245377,"[""PH""]",311.985,0.8283125,44675, 0.883 
1863322,"[""SA"", ""OM"", ""BH"", ""QA"", ""DZ"", ""AE"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""EG"", ""LB""]",293.095,0.719026042,99555, 0.791 
8997707,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",853.35,0.5135,214530, 0.835 
9221676,"[""US"", ""CA""]",611.0866667,0.902479167,83343, 1.000 
1729881220899841,"[""ID""]",234.546,0.84125,115174, 0.923 
1717156007162882,"[""US"", ""CA""]",275.6333333,0.804486111,74065, 0.920 
1672187707661318,"[""SA"", ""BH"", ""OM"", ""QA"", ""JO"", ""IQ"", ""KW"", ""LB"", ""EG""]",162.8777778,0.752643519,104278, 0.875 
1717766044988418,"[""GR""]",300.93,0.905204167,126458, 0.942 
1711502592171010,"[""GB""]",359.04,0.787182796,88714, 0.780 
8920962,"[""US"", ""CA""]",679.79,0.779239583,122775, 0.943 
8959015,"[""IE"", ""FR""]",367.275,0.543989583,37267, 0.721 
1698909271368705,"[""NL""]",274.025,0.879166667,48979, 1.000 
1736947320740865,"[""ES""]",,,0, 0.863 
8905332,"[""US""]",239.675,0.596354167,81143, 1.000 
1686046427415554,"[""GR""]",,,0, 0.921 
5207032,"[""US"", ""CA""]",600.1575,0.574958333,68917, 0.593 
1170018,"[""GB"", ""IE""]",208.015,0.664322917,100846, 0.841 
1671848935147526,"[""SA""]",,,0, 0.969 
1694797801980930,"[""TH""]",492.6,0.911270833,103811, 0.920 
1707612269173761,"[""VN""]",267.3973333,0.888288889,94325, 0.679 
1772265394873378,"[""GB""]",210.15,0.782354167,46301, 1.000 
1719286998471682,"[""SE""]",568.9764103,0.804235043,116692, 0.922 
1701278640652289,"[""DE""]",,,0, 0.855 
1761689696230402,"[""PT""]",448.558,0.803454167,112026, 0.928 
1769748362234898,"[""RO""]",386.58,0.711197917,41184, 0.967 
1689864511333377,"[""TR""]",,,0, 0.960 
1716134635254786,"[""MX"", ""UY"", ""CL"", ""CO"", ""AR"", ""EC"", ""PE"", ""BR""]",160.332,0.725741667,134646, 0.938 
1736487431998466,"[""ID""]",371.5025,0.862026042,98203, 0.941 
1737385918688258,"[""MY""]",281.055,0.579416667,90141, 0.900 
1755154458300449,"[""FI""]",498.485,0.476848958,78096, 0.798 
1710346242337793,"[""PH""]",551.1633333,0.580555556,83536, 0.889 
6997655,"[""GB"", ""IE""]",554.965,0.651770833,54850, 0.654 
1710771975882753,"[""VN""]",347.9225,0.830302083,94903, 0.924 
6112073,"[""SE""]",186.845,0.897427083,7124567, 0.745 
1695096148334594,"[""NL""]",472.2226087,1.115514493,76199, 0.913 
6898313,"[""SA"", ""BH"", ""OM"", ""QA"", ""DZ"", ""AE"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""LB"", ""EG""]",,,0, 0.769 
1747029102355473,"[""IT""]",,,0, 0.850 
1695042394858498,"[""GB""]",192.8184615,0.774884615,110738, 0.667 
1763683705376834,"[""DE""]",167.1275,0.784692708,82142, 0.777 
1721716500382722,"[""VN""]",319.35,0.877348958,99911, 0.925 
1771651748366369,"[""DK""]",340.0075,0.931171875,109271, 0.854 
3709966,"[""US"", ""CA""]",,,0, 1.000 
5827188,"[""US"", ""CA""]",37.2,0,3103, 0.571 
1719121617233921,"[""GB""]",191.46,0.726625,42628, 0.965 
1738944644500481,"[""HU""]",270.6193548,0.586758065,67686, 0.917 
1740028757121026,"[""VN""]",317.2,0.796927083,92628, 0.899 
1750192071466001,"[""NL""]",286.9333333,0.756638889,73792, 0.951 
6251180,"[""VN"", ""PH""]",568.5975,0.622588542,90067, 0.958 
9627209,"[""KR"", ""ID""]",584.125,0.831630208,92099, 0.923 
7183392,"[""VN"", ""AU"", ""NZ""]",481.9675,0.783020833,90355, 0.916 
1693552146083842,"[""VN""]",255.7133333,0.690208333,108521, 0.937 
1714754321751042,"[""KR""]",440.5166667,0.810236111,68457, 0.884 
1736353473700865,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",255.6125,0.82925,94385, 0.883 
7568002,"[""AU"", ""NZ"", ""SG""]",575.985,0.680177083,104306, 0.896 
1701554233992194,"[""GB""]",237.79,0.667375,19196, 0.797 
3197355,"[""KR""]",235.8,0.2409375,44360, 0.673 
1771418356314129,"[""PH""]",323.15,0.756925,106272, 0.949 
1767847119851538,"[""TW""]",776.7325,0.853260417,93152, 0.813 
1006029,"[""CZ"", ""GB"", ""IE""]",381.8833333,0.722229167,63213, 0.674 
1770215386063954,"[""JP""]",211.8975,0.562880208,64819, 0.991 
1743733252059138,"[""FI""]",117.034,0.373091667,78294, 0.760 
7851571,"[""AU"", ""NZ""]",328.4775,0.400953125,79138, 0.831 
1704519112653825,"[""ID""]",445.75,0.860807292,103725, 0.970 
2927720,"[""US"", ""CA""]",684.6275,0.993135417,109665, 0.958 
1578300,"[""IE"", ""FR""]",362.92,0.867927083,97895, 0.806 
1590898,"[""GB"", ""IT"", ""IE""]",436.12,0.746385417,88483, 0.709 
9727581,"[""GB"", ""IE"", ""HU""]",368.62,0.93096875,54974, 0.793 
1686044761231362,"[""TR""]",382.74,0.9161125,126623, 0.957 
7857161,"[""ID""]",187.67,0.706458333,199073, 1.000 
9861288,"[""VN""]",282.72,0.600020833,23378, 0.874 
1755920005991426,"[""FI""]",,,0, 0.881 
1727530193767425,"[""JP""]",109.8,0.664369792,74265, 0.921 
1763709643174962,"[""NO""]",317.475,0.86996875,49056, 0.924 
1130028,"[""UA"", ""RU"", ""GB"", ""IE""]",345.53,0.4834375,10546, 0.571 
1729882976480257,"[""ID""]",422.585,0.857578125,97308, 0.944 
1764223632918561,"[""KH""]",268.4575,0.711145833,101896, 0.794 
1686669003006977,"[""PH""]",613.04,0.795833333,83405, 0.966 
6033896,"[""ID""]",507.35,0.268010417,27151, 0.884 
3318739,"[""SA"", ""BH"", ""OM"", ""QA"", ""AE"", ""DZ"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""EG"", ""LB""]",257.4825,0.726166667,89928, 0.750 
2096662,"[""US"", ""CA""]",311.3266667,0.785479167,65690, 0.624 
1752272576137233,"[""PT""]",,,0, 0.929 
1686044707253249,"[""TR""]",297.79,0.855729167,96808, 1.000 
1772898848026689,"[""TW""]",190.195,0.805880208,92910, 0.939 
1725363568499714,"[""GR""]",405.3925,0.7216875,81491, 0.942 
1721671945959426,"[""DK""]",211.2075,0.693348958,79006, 0.929 
5026590,"[""SA"", ""OM"", ""BH"", ""QA"", ""AE"", ""DZ"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""LB"", ""EG""]",197.2366667,0.543881944,49193, 0.790 
6080830,"[""MY"", ""ID""]",419.5942857,0.89735119,88745, 0.930 
3515233,"[""PH"", ""MY"", ""ID""]",93.42666667,0.430423611,24833, 0.738 
1702727788573698,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",151.81,0.751625,106145, 0.719 
1725713319695361,"[""KR""]",430.725,0.836557292,96636, 0.901 
9111566,"[""BY"", ""GB"", ""IE""]",153.39,0.864390625,101929, 0.659 
7989612,"[""GB"", ""LV"", ""IE""]",394.645,0.714484375,102386, 0.657 
1704414382510081,"[""PH""]",326.2433333,0.915972222,64352, 0.960 
1686669022776321,"[""PH""]",479.55,0.735947917,94826, 0.966 
3383592,"[""VN""]",353.17,0.4389375,23310, 0.863 
2258595,"[""SA"", ""OM"", ""BH"", ""QA"", ""AE"", ""DZ"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""LB"", ""EG""]",,,0, 0.333 
9179505,"[""GB"", ""GR"", ""IE""]",336.222,0.642733333,130302, 0.681 
9256168,"[""US"", ""CA""]",561.275,0.77634375,44376, 1.000 
1518623,"[""UA"", ""RU"", ""BY""]",298.47,0.324739583,105036, 0.688 
1695026525197314,"[""GB""]",236.1046154,0.644564103,89848, 0.829 
3325238,"[""IE"", ""FR""]",365.545,0.602046875,78773, 0.668 
1649165395330053,"[""JP""]",170.82,0.863645833,31897, 0.929 
1695752699794433,"[""MX"", ""CL"", ""AR"", ""CO"", ""PE""]",,,0, 0.932 
1732050157733890,"[""VN""]",,,0, 0.896 
1742531919621137,"[""VN""]",340.9075,0.833453125,97913, 0.850 
1726915536582658,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",277.2319018,0.596267894,76852, 0.961 
1737407724728322,"[""TH""]",379.865,0.899625,102140, 0.886 
1673359560577030,"[""SA"", ""OM"", ""BH"", ""QA"", ""JO"", ""IQ"", ""KW"", ""EG"", ""LB""]",,,0, 0.932 
1736956246305793,"[""FR""]",382.283871,0.799225806,114976, 0.944 
9765857,"[""VN""]",610.756,0.825375,111834, 0.934 
3139893,"[""TW""]",468.165,0.220166667,32100, 0.839 
1398796,"[""US"", ""CA""]",595.6975,0.757354167,93325, 0.657 
1755154458300433,"[""FI""]",706.7575,0.078328125,104222, 0.719 
5323368,"[""AU"", ""NZ"", ""SG""]",392.23,0.817130208,132203, 0.916 
1767847119851522,"[""TH""]",365.1475,0.925802083,104427, 0.899 
1764761367947266,"[""KH""]",344.7125,0.889901042,100578, 0.713 
1691180447734785,"[""JP""]",293.7233333,0.804409722,51518, 0.946 
1708440532375554,"[""MX"", ""UY"", ""CO"", ""AR"", ""CL"", ""EC"", ""PE"", ""BR""]",415.5966667,0.791027778,40991, 0.806 
1695193495897089,"[""SA"", ""OM"", ""ZA"", ""BH"", ""QA"", ""JO"", ""PK"", ""KW"", ""LB"", ""EG""]",407.68,0.831066667,134587, 0.857 
1686041565040641,"[""TR""]",,,0, 0.937 
1749551236322305,"[""HU""]",326.5914286,0.861267857,86226, 0.895 
1707001515026434,"[""US"", ""CA""]",300.095,0.746171875,81981, 0.869 
2726180,"[""US"", ""CA""]",503.3725,0.874395833,97189, 0.939 
9370273,"[""US"", ""CA""]",516.23,0.836098958,99633, 0.800 
7781910,"[""VN""]",327.2975,0.627333333,62085, 0.709 
3823019,"[""MY"", ""SG""]",229.485,0.106489583,15759, 0.776 
1852276,"[""GB"", ""IE""]",800.0075,0.7703125,78985, 0.633 
1739401463816194,"[""VN""]",392.735,0.880729167,95539, 1.000 
7960156,"[""AU"", ""TW"", ""KR""]",700.3,0.664734375,94217, 0.860 
6233278,"[""ES"", ""OTHER"", ""GB""]",402.3366667,0.805993056,71696, 0.795 
1729420048067586,"[""VN""]",280.558,0.7247625,123212, 0.924 
1731144009953282,"[""KR""]",436.2075,0.621260417,94845, 0.901 
3195369,"[""AU"", ""NZ"", ""SG""]",412.74,0.860083333,50084, 0.934 
1672986645879813,"[""TR""]",278.1946269,0.824716418,97779, 0.950 
1669008361646085,"[""JP""]",648.624,0.843054167,124383, 0.936 
1746579210216466,"[""PH""]",159.1,0.3560625,61421, 1.000 
1695025848732673,"[""GB""]",217.41,0.691130208,89731, 0.875 
1755256243961858,"[""DE""]",,,0, 0.830 
2502751,"[""SA"", ""OM"", ""BH"", ""QA"", ""AE"", ""DZ"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""LB"", ""EG""]",353.4875,0.752375,86786, 0.811 
5160681,"[""AU"", ""NZ""]",152.735,0.265041667,31925, 0.904 
5897557,"[""TH"", ""KH""]",620.9133333,0.849486111,74772, 0.894 
3791302,"[""US"", ""CA""]",350.58,0.318854167,51492, 0.564 
7615952,"[""US"", ""CA""]",815.5925,1.048677083,143252, 0.931 
5320637,"[""TR"", ""GB"", ""IE""]",,,0, 0.914 
1699455852640258,"[""FI""]",,,0, 1.000 
2281096,"[""ID""]",385.964,0.316095833,65729, 0.856 
1746933506576386,"[""SA"", ""OM"", ""BH"", ""QA"", ""JO"", ""IQ"", ""KW"", ""MA"", ""EG"", ""LB""]",453.7485714,0.84952381,106607, 0.933 
1754509725670401,"[""TW""]",700.685,0.7389375,78658, 0.834 
3870531,"[""BY""]",,,0, 1.000 
9630899,"[""GB"", ""RO"", ""IE""]",688.975,0.752348958,114326, 0.773 
1768147951861793,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",719.1475,0.772953125,88059, 0.962 
1690600005280769,"[""SA"", ""OM"", ""BH"", ""QA"", ""JO"", ""IQ"", ""KW"", ""LB"", ""EG""]",692.4385185,0.802462963,77788, 0.963 
1728866658882562,"[""ID""]",429.2325,0.843395833,100153, 0.912 
5506285,"[""AU"", ""ID"", ""NZ""]",323.825,0.5523125,78500, 0.877 
1770122728379393,"[""PL""]",385.935,0.689875,38439, 0.844 
1754889724278785,"[""BR""]",293.7393548,0.772774194,85587, 0.545 
7363167,"[""SA"", ""BH"", ""OM"", ""QA"", ""AE"", ""JO"", ""IQ"", ""KW"", ""MA"", ""EG""]",254.82,0.540041667,2578531, 0.500 
1771649360667698,"[""JP""]",280.5725,0.854166667,96845, 1.000 
1771766145225762,"[""JP""]",400.9733333,0.387722222,32371, 0.981 
9752939,"[""GR""]",292.576,0.435820833,110106, 0.675 
9732175,"[""US"", ""CA""]",511.35,0.769041667,92356, 0.700 
1755803536984066,"[""DE""]",192.575,0.708864583,81051, 0.880 
2259209,"[""VN""]",413.76,0.824329167,115716, 0.917 
3778633,"[""TR""]",107.3525,0.329442708,42022,                  -   
1695311101589506,"[""TW""]",2.28,1.045104167,104, 0.975 
1695027469140994,"[""IT""]",121.08,0.66121875,37612, 0.921 
1725363675133953,"[""KZ""]",333.224,0.722116667,104064, 0.791 
1724470451737666,"[""SA"", ""OM"", ""BH"", ""QA"", ""JO"", ""IQ"", ""KW"", ""LB"", ""EG""]",425.5184906,0.775216981,162402, 0.959 
1719659311157249,"[""TH""]",669.616,0.739054167,124684, 0.948 
3180051,"[""US"", ""CA""]",340.7925,0.8046875,88299, 0.750 
1735138344199169,"[""NL""]",235.3825,0.727057292,85132, 0.949 
1738944561390594,"[""CZ""]",,,0, 0.961 
5186309,"[""IE"", ""FR""]",255.6775,0.772723958,91567, 0.667 
6821228,"[""PL""]",244.545,0.478385417,524024, 0.756 
6903900,"[""GB"", ""RO"", ""IE""]",,,0, 0.685 
1737386027356162,"[""MY""]",703.27,0.809265625,90843, 0.915 
1730406060776449,"[""ID""]",484.0575,0.883614583,102074, 0.944 
1741913158257666,"[""VN""]",342.51,0.85,82597, 1.000 
1729833018645505,"[""US"", ""CA""]",385.22,0.416108333,41445, 0.832 
1193822,"[""US"", ""CA""]",595.0057143,0.933458333,89521, 0.959 
1772483949089793,"[""GB""]",270.0633333,0.792354167,71196, 0.907 
1736488213441537,"[""ID""]",508.3825,0.64134375,101940, 0.926 
6518615,"[""ZA"", ""JO"", ""TR"", ""PK"", ""EG""]",491.5225,0.367479167,77415, 0.779 
1736487777311745,"[""ID""]",598.285,1.008010417,122215, 0.921 
1689841489642498,"[""SA"", ""OM"", ""BH"", ""QA"", ""JO"", ""IQ"", ""KW"", ""LB"", ""EG""]",549.9124528,0.821644654,176838, 0.890 
5390991,"[""US"", ""CA""]",,,0, 0.948 
1706957000738817,"[""VN""]",271.3425,0.86075,98314, 0.929 
5581253,"[""DK""]",92.835,0.254166667,14774,                  -   
1703245393506306,"[""JP""]",174.365,0.702317708,81347, 0.898 
1719287042401282,"[""NL""]",182.5470968,0.812080645,88113, 0.922 
1714584384336897,"[""GB""]",232.7725,0.812869792,91216, 0.821 
9377976,"[""US"", ""CA""]",498.2966667,0.770493056,70516, 0.586 
1736806501390337,"[""GB""]",212.7666667,0.753423611,61815, 0.789 
5222102,"[""KR"", ""ID""]",621.24,0.823208333,96197, 0.841 
1752275425169409,"[""PT""]",359.13,0.852291667,98222, 0.972 
1605028,"[""TR"", ""GB"", ""IE""]",313.7575,0.746802083,106516, 0.656 
3657851,"[""VN""]",437.14,0.812097222,46171, 0.927 
1703429274086465,"[""MY""]",610.0925,0.8024375,55390, 0.994 
2157571,"[""GB"", ""RO"", ""IE""]",317.8366667,0.839416667,89306, 0.696 
1671849238077446,"[""ZA""]",314.4074419,0.845573643,136226, 0.967 
1738944757507074,"[""GR""]",347.3173333,0.773394444,81447, 0.953 
1716134646375425,"[""MX"", ""UY"", ""CO"", ""AR"", ""CL"", ""EC"", ""PE"", ""BR""]",181.4025,0.832947917,95066, 0.923 
1773648874340401,"[""ES""]",102.3146667,0.316755556,15576, 0.833 
1690666906975234,"[""VN""]",272.262,0.876008333,124303, 0.953 
1710346229551105,"[""PH""]",156.54,0.786458333,79996, 0.964 
1722268364673026,"[""PH""]",675.68,0.809658333,125245, 0.962 
2097663,"[""KR""]",589.62,0.258786458,35318, 0.867 
8081376,"[""NL"", ""GB"", ""IE""]",213.0233333,0.788569444,72312, 0.703 
1754531766565889,"[""BR""]",,,0, 0.809 
5810618,"[""VN"", ""KH""]",423.96,0.846520833,52696, 0.908 
1695535225123841,"[""PH""]",414.3325,0.799223958,90645, 0.895 
1693810919455746,"[""KR""]",462.9875,0.862765625,96397, 0.896 
5831795,"[""AU"", ""NZ"", ""SG""]",300.15,0.864583333,70889, 1.000 
1736487925960705,"[""ID""]",455.6775,0.857927083,101335, 0.943 
9699751,"[""ID""]",194.98,0.716911458,88854,                  -   
1734413363948546,"[""ES""]",311.7470968,1.02233871,110232, 0.829 
1671655809916934,"[""US"", ""CA""]",413.7074286,0.709447619,92740, 0.873 
2269073,"[""JP""]",111.2766667,0.169951389,1608180, 0.724 
3271035,"[""TH""]",517.718,0.876058333,123794, 0.877 
1553682,"[""ID""]",382.07,0.620927083,90503, 0.742 
1672986689382406,"[""KZ""]",234.8225,0.825833333,97277, 0.738 
1695538424423426,"[""MY""]",555.6575,0.812869792,91137, 0.918 
8818299,"[""SA"", ""ZA"", ""QA"", ""AE"", ""JO"", ""PK"", ""KW"", ""MA"", ""LB"", ""EG""]",326.8025,0.459880208,292864, 0.857 
1710766312791041,"[""VN""]",247.6325,0.85521875,96566, 0.950 
1729809218302977,"[""PL""]",383.7825,0.712828125,104155, 0.966 
1718408190642178,"[""DE""]",153.718,0.792304167,113129, 0.761 
3026838,"[""VN"", ""PH""]",488.874,0.8017375,163204, 0.896 
1520799,"[""VN""]",413.44,0.665359375,93583, 0.838 
5968689,"[""US""]",278.2325,0.918229167,103185, 1.000 
1726740365038594,"[""FR""]",383.8125,0.730140625,85868, 0.935 
1668911729787909,"[""US"", ""CA""]",290.27,0.726036458,82106, 0.825 
8706697,"[""US"", ""CA""]",479.8025,0.80684375,98250, 0.702 
1752092808077314,"[""PL""]",326.5425,0.813354167,93789, 0.905 
2937155,"[""VN""]",,,0, 0.883 
1711506485296130,"[""FR""]",540.538,0.7856875,116479, 0.973 
1729975228311554,"[""IT""]",183.74,0.722243056,82392, 0.952 
6669692,"[""VN""]",411.015,0.831026042,92240, 0.929 
1123367,"[""SA"", ""BH"", ""OM"", ""QA"", ""DZ"", ""AE"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""LB"", ""EG""]",,,0, 0.788 
2237078,"[""FI"", ""NO"", ""DK"", ""GB"", ""SE"", ""IE""]",248.1975,0.593984375,67384, 0.698 
9060023,"[""GB"", ""IT"", ""IE""]",10.29,1.133572917,340, 0.300 
7730672,"[""US"", ""CA""]",434.8166667,0.905479167,77011, 0.677 
1768119758272514,"[""FR""]",420.9187097,0.65144086,74787, 0.930 
3383029,"[""JP""]",,,0, 0.688 
7668088,"[""FR""]",109.525,0.401984375,55399, 0.717 
7029388,"[""MX"", ""CL"", ""AR"", ""CO"", ""PE"", ""BR""]",446.565,0.811869792,100289, 0.712 
1773648874340369,"[""DE""]",176.275,0.686697917,37811, 0.800 
1732310494930946,"[""VN""]",375.83,0.844791667,46307, 0.909 
9273719,"[""TH""]",109.3125,0.494953125,27538, 0.750 
7963939,"[""TH""]",347.355,0.287010417,30190, 0.677 
5769891,"[""LT"", ""GB"", ""IE""]",390.5375,0.784651042,79018, 0.791 
6393291,"[""US"", ""CA""]",,,0, 0.600 
1695096263485442,"[""SE""]",,,0, 0.927 
1736487488138241,"[""ID""]",235.145,0.495125,27353, 0.958 
9656891,"[""US"", ""CA""]",617.8914286,0.934946429,91064, 0.918 
1729874440249346,"[""ID""]",266.4475,0.863473958,98760, 0.942 
1700060109672450,"[""MY""]",424.978,0.890275,126118, 0.890 
9657251,"[""US"", ""CA""]",529.1,0.751958333,53561, 0.960 
1686669704112129,"[""PH""]",535.8325,0.744557292,107867, 0.965 
8756135,"[""TR"", ""GB"", ""IE""]",30.31666667,0.575986111,7435, 0.862 
1684211805072385,"[""JP""]",71.1625,0.032567708,17637, 1.000 
1671942835117061,"[""SA"", ""BH"", ""OM"", ""QA"", ""JO"", ""IQ"", ""KW"", ""LB"", ""EG""]",441.0461538,0.666096154,64468, 0.941 
1714052438738946,"[""FR""]",1018.27,0.879572917,103552, 0.958 
9616890,"[""US"", ""CA""]",823.82,1.081026042,124345, 0.971 
7900998,"[""PH""]",478.342,0.817470833,114142, 0.886 
1768586056958977,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",355.9890785,0.741331058,73955, 0.960 
5099162,"[""BR""]",129.235,0.212447917,11232, 1.000 
1689833788033026,"[""TR""]",344.0452174,0.825855072,66997, 0.942 
1748512664284209,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",442.2819048,0.822202381,124728, 0.982 
1714410483801090,"[""BH"", ""OM"", ""QA"", ""JO"", ""IQ"", ""KW"", ""MA"", ""LB"", ""EG""]",185.88,0.766,117556, 0.958 
6833208,"[""PH""]",221.7,0.202703125,31729, 0.850 
6052909,"[""US"", ""CA""]",304.1525,0.787682292,94098, 0.660 
1719463946291202,"[""DE""]",,,0, 1.000 
8660271,"[""VN""]",485.955,0.744958333,41362, 0.885 
1295012,"[""MX"", ""UY"", ""CL"", ""CO"", ""AR"", ""EC"", ""PE"", ""BR""]",572.6525,0.158380208,95192, 0.833 
8777520,"[""VN"", ""SG""]",411.005,0.78203125,82509, 0.937 
5683738,"[""BE"", ""NL""]",,,0, 0.536 
3717936,"[""US"", ""CA""]",563.25,0.826296875,96098, 0.655 
1754632545661953,"[""SE""]",,,0, 0.898 
1694647755331586,"[""TH""]",402.385,0.899911458,100422, 0.910 
1766126778793985,"[""TH""]",568.722,0.899508333,126817, 0.915 
2619362,"[""ID""]",422.5,0.808194444,70096, 0.815 
